"","1","2","3","4","5","6","7","8","9","10","11","12"
"1",0,0.363022700119474,0.245432214905404,0.341885389326334,0.145368108862526,0.385969953619681,0.597180134680135,0.654439982150826,0.605484330484331,0.329666153360183,0.352030954311976,0.507394894894895
"2",0.363022700119474,0,0.4274326313234,0.324617940902549,0.380253003324104,0.3033304548914,0.664772727272727,0.734785917865008,0.568944720154398,0.374370944815095,0.394852248646103,0.484397704155769
"3",0.245432214905404,0.4274326313234,0,0.169555534156537,0.255106254336862,0.354889254634949,0.669962798255366,0.726507157510569,0.69257302747425,0.259183186339503,0.26516675707782,0.588276423177646
"4",0.341885389326334,0.324617940902549,0.169555534156537,0,0.321236581296145,0.25517551004854,0.681639226914817,0.765455522878917,0.601487314085739,0.256160144161085,0.212943272601874,0.514400226998652
"5",0.145368108862526,0.380253003324104,0.255106254336862,0.321236581296145,0,0.346868536936585,0.551917464949565,0.615723185834756,0.575324613356714,0.336791766419622,0.383086883216773,0.473015408988891
"6",0.385969953619681,0.3033304548914,0.354889254634949,0.25517551004854,0.346868536936585,0,0.788360006599571,0.857105372488137,0.660969953619681,0.376229108540781,0.328251884430432,0.568438220434591
"7",0.597180134680135,0.664772727272727,0.669962798255366,0.681639226914817,0.551917464949565,0.788360006599571,0,0.360761226725082,0.342268842268842,0.508238030626091,0.645487723954877,0.462530712530713
"8",0.654439982150826,0.734785917865008,0.726507157510569,0.765455522878917,0.615723185834756,0.857105372488137,0.360761226725082,0,0.451961692925548,0.59275053304904,0.70235687274646,0.494993487463367
"9",0.605484330484331,0.568944720154398,0.69257302747425,0.601487314085739,0.575324613356714,0.660969953619681,0.342268842268842,0.451961692925548,0,0.494286807719644,0.486867552560983,0.278239778239778
"10",0.329666153360183,0.374370944815095,0.259183186339503,0.256160144161085,0.336791766419622,0.376229108540781,0.508238030626091,0.59275053304904,0.494286807719644,0,0.239039422283784,0.416268080447185
"11",0.352030954311976,0.394852248646103,0.26516675707782,0.212943272601874,0.383086883216773,0.328251884430432,0.645487723954877,0.70235687274646,0.486867552560983,0.239039422283784,0,0.371818899191162
"12",0.507394894894895,0.484397704155769,0.588276423177646,0.514400226998652,0.473015408988891,0.568438220434591,0.462530712530713,0.494993487463367,0.278239778239778,0.416268080447185,0.371818899191162,0
